year;state;month;number;date
2002;ÇATALCA;TEMMUZ;772;1.01.2002
2004;BESIKTAS;ARALIK;777;1.01.2004
2004;SARIYER;TEMMUZ;778;1.01.2004
2016;UMRANIYE;MAYIS;778;1.01.2016
2001;SARIYER;AGUSTOS;787;1.01.2001
2004;SILE;ARALIK;788;1.01.2004
2009;SILE;AGUSTOS;790;1.01.2009
2016;BESIKTAS;EKIM;793;1.01.2016
2004;ZEYTINBURNU;AGUSTOS;794;1.01.2004
2001;CEKMEKOY;EKIM;796;1.01.2001
2007;ATASEHIR;SUBAT;796;1.01.2007
2016;ZEYTINBURNU;AGUSTOS;797;1.01.2016
2005;CEKMEKOY;TEMMUZ;798;1.01.2005
2007;ÜSKÜDAR;ARALIK;800;1.01.2007
2005;PENDIK;AGUSTOS;800;1.01.2005
2001;KADIKOY;EYLUL;801;1.01.2001
2011;BEYKOZ;TEMMUZ;801;1.01.2011
2017;ZEYTINBURNU;TEMMUZ;802;1.01.2017
2004;ZEYTINBURNU;EYLUL;809;1.01.2004
2007;ESENYURT;TEMMUZ;811;1.01.2007
2017;KADIKOY;KASIM;812;1.01.2017
2014;ÜSKÜDAR;HAZIRAN;812;1.01.2014
2012;FATIH;MAYIS;812;1.01.2012
2017;FATIH;KASIM;813;1.01.2017
2012;ZEYTINBURNU;EYLUL;813;1.01.2012
1998;ESENYURT;AGUSTOS;815;1.01.1998
2008;KADIKOY;EKIM;816;1.01.2008
2009;FATIH;AGUSTOS;816;1.01.2009
2016;KADIKOY;ARALIK;819;1.01.2016
2017;KAGITHANE;AGUSTOS;819;1.01.2017
2002;ATASEHIR;MART;820;1.01.2002
2011;CEKMEKOY;EKIM;822;1.01.2011
2002;KAGITHANE;AGUSTOS;824;1.01.2002
2014;ÇATALCA;TEMMUZ;825;1.01.2014
2011;SILE;KASIM;825;1.01.2011
2015;BESIKTAS;EKIM;827;1.01.2015
2003;KAGITHANE;EYLUL;828;1.01.2003
2015;ESENYURT;AGUSTOS;829;1.01.2015
2014;KADIKOY;KASIM;829;1.01.2014
2001;UMRANIYE;TEMMUZ;830;1.01.2001
2010;SISLI;KASIM;831;1.01.2010
2015;UMRANIYE;KASIM;833;1.01.2015
2012;SILE;HAZIRAN;834;1.01.2012
2016;SARIYER;TEMMUZ;837;1.01.2016
2006;ARNAVUTKOY;AGUSTOS;839;1.01.2006
2000;ÜSKÜDAR;AGUSTOS;839;1.01.2000
1999;FATIH;KASIM;842;1.01.1999
2006;PENDIK;AGUSTOS;844;1.01.2006
2009;PENDIK;AGUSTOS;844;1.01.2009
2017;FATIH;MAYIS;845;1.01.2017
2008;UMRANIYE;AGUSTOS;845;1.01.2008
2010;FATIH;ARALIK;846;1.01.2010
2002;ESENYURT;ARALIK;848;1.01.2002
2000;PENDIK;AGUSTOS;849;1.01.2000
2009;FATIH;EKIM;854;1.01.2009
2006;FATIH;HAZIRAN;856;1.01.2006
2017;BESIKTAS;KASIM;858;1.01.2017
2001;BEYKOZ;AGUSTOS;858;1.01.2001
2014;FATIH;NISAN;859;1.01.2014
2005;FATIH;TEMMUZ;859;1.01.2005
2003;SISLI;EKIM;859;1.01.2003
2008;BEYOGLU;AGUSTOS;861;1.01.2008
2011;SILE;TEMMUZ;864;1.01.2011
2003;SILE;AGUSTOS;864;1.01.2003
2016;KAGITHANE;TEMMUZ;865;1.01.2016
2006;PENDIK;EYLUL;866;1.01.2006
1999;KAGITHANE;ARALIK;866;1.01.1999
2005;FATIH;SUBAT;871;1.01.2005
1999;SILE;EYLUL;872;1.01.1999
2013;UMRANIYE;HAZIRAN;873;1.01.2013
2000;KADIKOY;EKIM;875;1.01.2000
1998;BEYKOZ;AGUSTOS;875;1.01.1998
1999;PENDIK;EYLUL;878;1.01.1999
2014;ZEYTINBURNU;EYLUL;882;1.01.2014
2017;ÜSKÜDAR;HAZIRAN;885;1.01.2017
2017;KAGITHANE;TEMMUZ;885;1.01.2017
2013;CEKMEKOY;AGUSTOS;885;1.01.2013
2015;ÜSKÜDAR;HAZIRAN;887;1.01.2015
2014;ZEYTINBURNU;EKIM;887;1.01.2014
2010;BEYOGLU;EKIM;889;1.01.2010
2017;PENDIK;TEMMUZ;891;1.01.2017
2008;BEYKOZ;KASIM;892;1.01.2008
1999;ÜSKÜDAR;AGUSTOS;895;1.01.1999
2003;FATIH;OCAK;896;1.01.2003
2015;SILE;KASIM;897;1.01.2015
2003;ÇATALCA;OCAK;900;1.01.2003
2012;BEYKOZ;AGUSTOS;901;1.01.2012
2003;SARIYER;AGUSTOS;902;1.01.2003
2003;FATIH;NISAN;903;1.01.2003
2015;ARNAVUTKOY;EKIM;905;1.01.2015
2000;SARIYER;EKIM;905;1.01.2000
2012;ESENYURT;TEMMUZ;906;1.01.2012
2015;ÇATALCA;TEMMUZ;906;1.01.2015
2004;BEYOGLU;EYLUL;911;1.01.2004
2013;BEYKOZ;AGUSTOS;911;1.01.2013
2006;SILE;AGUSTOS;911;1.01.2006
1999;ZEYTINBURNU;EYLUL;911;1.01.1999
2012;SARIYER;AGUSTOS;912;1.01.2012
2011;PENDIK;EYLUL;913;1.01.2011
2009;SILE;EKIM;913;1.01.2009
2004;BEYKOZ;KASIM;914;1.01.2004
2012;ÜSKÜDAR;HAZIRAN;915;1.01.2012
2000;ZEYTINBURNU;AGUSTOS;915;1.01.2000
2016;FATIH;KASIM;918;1.01.2016
2007;SILE;TEMMUZ;919;1.01.2007
2012;UMRANIYE;HAZIRAN;922;1.01.2012
2000;SARIYER;AGUSTOS;925;1.01.2000
2009;FATIH;MAYIS;927;1.01.2009
2002;BEYOGLU;EYLUL;928;1.01.2002
2014;FATIH;MAYIS;933;1.01.2014
2003;ZEYTINBURNU;AGUSTOS;934;1.01.2003
2002;FATIH;TEMMUZ;935;1.01.2002
1999;PENDIK;AGUSTOS;938;1.01.1999
2007;SILE;KASIM;939;1.01.2007
2010;SARIYER;TEMMUZ;941;1.01.2010
2003;FATIH;MAYIS;942;1.01.2003
2015;SARIYER;AGUSTOS;943;1.01.2015
2005;SILE;AGUSTOS;943;1.01.2005
2006;FATIH;OCAK;947;1.01.2006
2015;FATIH;NISAN;947;1.01.2015
2005;ESENYURT;AGUSTOS;948;1.01.2005
2016;BEYKOZ;EKIM;948;1.01.2016
2004;BESIKTAS;KASIM;949;1.01.2004
2017;KADIKOY;EKIM;949;1.01.2017
2014;BEYOGLU;EKIM;952;1.01.2014
2003;FATIH;AGUSTOS;953;1.01.2003
2013;KADIKOY;ARALIK;956;1.01.2013
2006;BEYKOZ;AGUSTOS;959;1.01.2006
2007;ARNAVUTKOY;AGUSTOS;960;1.01.2007
2015;FATIH;OCAK;960;1.01.2015
2004;FATIH;EKIM;960;1.01.2004
2007;PENDIK;EYLUL;960;1.01.2007
2007;KADIKOY;EKIM;964;1.01.2007
2012;BESIKTAS;KASIM;969;1.01.2012
2016;CEKMEKOY;TEMMUZ;969;1.01.2016
2008;ÇATALCA;TEMMUZ;971;1.01.2008
2009;ÜSKÜDAR;TEMMUZ;972;1.01.2009
2009;BEYOGLU;KASIM;973;1.01.2009
2011;FATIH;HAZIRAN;974;1.01.2011
2002;UMRANIYE;TEMMUZ;976;1.01.2002
2003;ZEYTINBURNU;EYLUL;977;1.01.2003
2001;ESENYURT;AGUSTOS;979;1.01.2001
2009;FATIH;HAZIRAN;979;1.01.2009
2017;ZEYTINBURNU;AGUSTOS;981;1.01.2017
1999;ÇATALCA;TEMMUZ;982;1.01.1999
2007;UMRANIYE;TEMMUZ;982;1.01.2007
2017;PENDIK;AGUSTOS;987;1.01.2017
2009;UMRANIYE;TEMMUZ;989;1.01.2009
2006;ESENYURT;AGUSTOS;995;1.01.2006
2012;KADIKOY;KASIM;995;1.01.2012
2008;BEYOGLU;EYLUL;998;1.01.2008
1999;ÜSKÜDAR;ARALIK;1001;1.01.1999
2011;UMRANIYE;TEMMUZ;1001;1.01.2011
2004;SILE;AGUSTOS;1002;1.01.2004
2015;CEKMEKOY;KASIM;1002;1.01.2015
2016;BEYKOZ;TEMMUZ;1004;1.01.2016
1998;ÇATALCA;ARALIK;1008;1.01.1998
2006;KADIKOY;KASIM;1012;1.01.2006
2009;BEYKOZ;EKIM;1013;1.01.2009
1998;KADIKOY;EKIM;1014;1.01.1998
2013;SILE;AGUSTOS;1015;1.01.2013
2017;ESENYURT;AGUSTOS;1018;1.01.2017
2014;FATIH;KASIM;1018;1.01.2014
2009;BESIKTAS;KASIM;1019;1.01.2009
2015;KADIKOY;ARALIK;1021;1.01.2015
2011;ÜSKÜDAR;TEMMUZ;1024;1.01.2011
2010;FATIH;HAZIRAN;1025;1.01.2010
2005;BEYKOZ;AGUSTOS;1029;1.01.2005
2006;FATIH;KASIM;1031;1.01.2006
2016;SARIYER;AGUSTOS;1032;1.01.2016
1998;SARIYER;EKIM;1034;1.01.1998
2003;ESENYURT;AGUSTOS;1039;1.01.2003
2006;ÜSKÜDAR;ARALIK;1052;1.01.2006
2000;UMRANIYE;EKIM;1053;1.01.2000
2015;BEYOGLU;KASIM;1054;1.01.2015
2014;UMRANIYE;EYLUL;1054;1.01.2014
2009;KAGITHANE;AGUSTOS;1057;1.01.2009
2015;BEYKOZ;AGUSTOS;1059;1.01.2015
2011;FATIH;TEMMUZ;1061;1.01.2011
2014;CEKMEKOY;EKIM;1063;1.01.2014
2013;FATIH;KASIM;1064;1.01.2013
2011;ZEYTINBURNU;AGUSTOS;1067;1.01.2011
2002;PENDIK;EYLUL;1071;1.01.2002
2011;FATIH;EYLUL;1072;1.01.2011
2013;FATIH;EYLUL;1074;1.01.2013
2006;FATIH;EYLUL;1078;1.01.2006
2004;UMRANIYE;HAZIRAN;1079;1.01.2004
2013;KADIKOY;KASIM;1081;1.01.2013
2015;KADIKOY;KASIM;1081;1.01.2015
2016;FATIH;MAYIS;1081;1.01.2016
2016;ATASEHIR;MART;1081;1.01.2016
2005;UMRANIYE;TEMMUZ;1082;1.01.2005
2016;FATIH;MART;1085;1.01.2016
1998;BEYKOZ;EKIM;1093;1.01.1998
2002;BESIKTAS;KASIM;1096;1.01.2002
2009;ÜSKÜDAR;KASIM;1098;1.01.2009
2000;SILE;EYLUL;1099;1.01.2000
2008;ÜSKÜDAR;ARALIK;1101;1.01.2008
2003;ÜSKÜDAR;TEMMUZ;1103;1.01.2003
2011;FATIH;KASIM;1103;1.01.2011
2012;KADIKOY;EKIM;1104;1.01.2012
2001;ATASEHIR;MART;1108;1.01.2001
2011;ZEYTINBURNU;EYLUL;1108;1.01.2011
2013;ÜSKÜDAR;TEMMUZ;1111;1.01.2013
2016;KAGITHANE;AGUSTOS;1111;1.01.2016
2008;FATIH;TEMMUZ;1117;1.01.2008
2003;FATIH;EYLUL;1124;1.01.2003
2009;UMRANIYE;AGUSTOS;1124;1.01.2009
2016;SILE;KASIM;1126;1.01.2016
2006;FATIH;AGUSTOS;1129;1.01.2006
2003;ATASEHIR;MART;1131;1.01.2003
2003;FATIH;AGUSTOS;1132;1.01.2003
2001;SILE;AGUSTOS;1133;1.01.2001
2016;BEYOGLU;TEMMUZ;1137;1.01.2016
2009;FATIH;EYLUL;1146;1.01.2009
2006;CEKMEKOY;EKIM;1148;1.01.2006
2016;UMRANIYE;HAZIRAN;1148;1.01.2016
2005;KADIKOY;ARALIK;1150;1.01.2005
2004;PENDIK;EYLUL;1150;1.01.2004
2005;ÜSKÜDAR;TEMMUZ;1152;1.01.2005
2002;FATIH;ARALIK;1157;1.01.2002
2016;BESIKTAS;KASIM;1161;1.01.2016
2006;KADIKOY;ARALIK;1161;1.01.2006
2011;CEKMEKOY;AGUSTOS;1161;1.01.2011
2002;FATIH;KASIM;1168;1.01.2002
2014;KAGITHANE;AGUSTOS;1168;1.01.2014
2002;SILE;KASIM;1174;1.01.2002
1998;ÜSKÜDAR;AGUSTOS;1176;1.01.1998
2006;UMRANIYE;EKIM;1176;1.01.2006
2007;KADIKOY;ARALIK;1177;1.01.2007
2014;SILE;TEMMUZ;1177;1.01.2014
2003;SARIYER;EKIM;1183;1.01.2003
2017;UMRANIYE;HAZIRAN;1189;1.01.2017
2001;FATIH;MAYIS;1193;1.01.2001
2000;FATIH;MAYIS;1194;1.01.2000
1999;FATIH;KASIM;1194;1.01.1999
2007;SARIYER;EKIM;1195;1.01.2007
1999;SARIYER;AGUSTOS;1198;1.01.1999
2013;BEYOGLU;EKIM;1202;1.01.2013
2011;ARNAVUTKOY;EYLUL;1204;1.01.2011
2007;ÜSKÜDAR;TEMMUZ;1205;1.01.2007
2011;BEYKOZ;EKIM;1206;1.01.2011
2004;BEYOGLU;AGUSTOS;1207;1.01.2004
1999;ZEYTINBURNU;AGUSTOS;1211;1.01.1999
2013;FATIH;HAZIRAN;1213;1.01.2013
2004;KADIKOY;EKIM;1217;1.01.2004
2004;FATIH;ARALIK;1217;1.01.2004
2015;UMRANIYE;TEMMUZ;1217;1.01.2015
2006;ARNAVUTKOY;EYLUL;1220;1.01.2006
2013;BEYKOZ;EKIM;1221;1.01.2013
2010;SARIYER;EKIM;1227;1.01.2010
2003;PENDIK;EKIM;1228;1.01.2003
2012;CEKMEKOY;EKIM;1229;1.01.2012
2008;SARIYER;EKIM;1231;1.01.2008
2004;CEKMEKOY;TEMMUZ;1233;1.01.2004
2004;PENDIK;AGUSTOS;1237;1.01.2004
2012;BEYOGLU;EKIM;1238;1.01.2012
2011;BEYOGLU;AGUSTOS;1243;1.01.2011
2003;SILE;KASIM;1248;1.01.2003
2008;CEKMEKOY;AGUSTOS;1251;1.01.2008
2014;SARIYER;AGUSTOS;1255;1.01.2014
2008;SARIYER;EYLUL;1255;1.01.2008
2009;ARNAVUTKOY;EYLUL;1265;1.01.2009
2013;SILE;EKIM;1269;1.01.2013
2002;ÜSKÜDAR;TEMMUZ;1271;1.01.2002
1999;ESENYURT;EYLUL;1275;1.01.1999
2004;SARIYER;EKIM;1275;1.01.2004
2013;BEYOGLU;AGUSTOS;1276;1.01.2013
2006;UMRANIYE;AGUSTOS;1277;1.01.2006
2000;ESENYURT;EKIM;1284;1.01.2000
1999;UMRANIYE;AGUSTOS;1284;1.01.1999
2000;SARIYER;EYLUL;1293;1.01.2000
2015;FATIH;AGUSTOS;1293;1.01.2015
2011;BEYOGLU;EYLUL;1295;1.01.2011
2001;ÜSKÜDAR;ARALIK;1296;1.01.2001
2012;ÜSKÜDAR;ARALIK;1296;1.01.2012
1999;FATIH;TEMMUZ;1297;1.01.1999
2007;BEYKOZ;KASIM;1305;1.01.2007
1999;ESENYURT;EKIM;1307;1.01.1999
2010;CEKMEKOY;EKIM;1307;1.01.2010
2010;FATIH;MAYIS;1313;1.01.2010
2009;BEYOGLU;AGUSTOS;1321;1.01.2009
2016;ÇATALCA;OCAK;1322;1.01.2016
2009;BEYKOZ;EYLUL;1324;1.01.2009
2016;KADIKOY;KASIM;1328;1.01.2016
2009;SILE;KASIM;1336;1.01.2009
2000;FATIH;TEMMUZ;1338;1.01.2000
2007;FATIH;HAZIRAN;1339;1.01.2007
2003;KUCUKCEKMECE;EYLUL;1339;1.01.2003
2003;UMRANIYE;AGUSTOS;1339;1.01.2003
2003;UMRANIYE;EKIM;1339;1.01.2003
2005;SARIYER;EYLUL;1341;1.01.2005
1999;BEYKOZ;EKIM;1363;1.01.1999
2000;ÜSKÜDAR;EYLUL;1365;1.01.2000
2004;ÜSKÜDAR;TEMMUZ;1366;1.01.2004
2002;SARIYER;EKIM;1367;1.01.2002
2005;FATIH;KASIM;1368;1.01.2005
2016;PENDIK;EYLUL;1371;1.01.2016
2014;UMRANIYE;HAZIRAN;1372;1.01.2014
2005;KADIKOY;EKIM;1378;1.01.2005
1999;UMRANIYE;EKIM;1378;1.01.1999
2006;ÜSKÜDAR;AGUSTOS;1382;1.01.2006
2001;FATIH;EYLUL;1383;1.01.2001
2004;UMRANIYE;TEMMUZ;1389;1.01.2004
2013;UMRANIYE;TEMMUZ;1393;1.01.2013
2016;SILE;EYLUL;1394;1.01.2016
2015;ARNAVUTKOY;AGUSTOS;1397;1.01.2015
1998;ÜSKÜDAR;ARALIK;1399;1.01.1998
2003;BEYOGLU;EYLUL;1401;1.01.2003
2015;FATIH;HAZIRAN;1402;1.01.2015
2014;UMRANIYE;TEMMUZ;1404;1.01.2014
2015;ESENYURT;ARALIK;1408;1.01.2015
2004;FATIH;AGUSTOS;1408;1.01.2004
2016;ESENYURT;EKIM;1415;1.01.2016
2016;FATIH;HAZIRAN;1417;1.01.2016
2006;ÇATALCA;ARALIK;1417;1.01.2006
2010;SILE;KASIM;1417;1.01.2010
2003;KAGITHANE;AGUSTOS;1419;1.01.2003
2006;BEYOGLU;AGUSTOS;1422;1.01.2006
2002;SARIYER;AGUSTOS;1428;1.01.2002
2010;ÇATALCA;TEMMUZ;1432;1.01.2010
2016;BEYKOZ;AGUSTOS;1433;1.01.2016
1999;SILE;EKIM;1438;1.01.1999
2011;KADIKOY;ARALIK;1441;1.01.2011
2007;KADIKOY;KASIM;1443;1.01.2007
2006;SILE;EKIM;1443;1.01.2006
2009;CEKMEKOY;EKIM;1444;1.01.2009
2015;BEYKOZ;KASIM;1453;1.01.2015
2014;ZEYTINBURNU;AGUSTOS;1458;1.01.2014
2007;ÇATALCA;EYLUL;1459;1.01.2007
2000;ÜSKÜDAR;ARALIK;1461;1.01.2000
2006;SARIYER;EYLUL;1463;1.01.2006
2008;SILE;EYLUL;1472;1.01.2008
2008;UMRANIYE;EYLUL;1477;1.01.2008
2016;FATIH;AGUSTOS;1481;1.01.2016
2015;FATIH;EYLUL;1482;1.01.2015
2008;CEKMEKOY;EKIM;1482;1.01.2008
2011;SILE;EKIM;1484;1.01.2011
2001;SILE;KASIM;1484;1.01.2001
2017;FATIH;AGUSTOS;1488;1.01.2017
2017;SARIYER;AGUSTOS;1492;1.01.2017
2017;ARNAVUTKOY;AGUSTOS;1493;1.01.2017
1999;ÜSKÜDAR;KASIM;1494;1.01.1999
2005;ÇATALCA;ARALIK;1495;1.01.2005
2004;SARIYER;AGUSTOS;1498;1.01.2004
2010;FATIH;EYLUL;1505;1.01.2010
2017;ARNAVUTKOY;EKIM;1508;1.01.2017
2014;ARNAVUTKOY;AGUSTOS;1510;1.01.2014
2003;KUCUKCEKMECE;AGUSTOS;1513;1.01.2003
2004;FATIH;TEMMUZ;1517;1.01.2004
2012;SARIYER;EKIM;1524;1.01.2012
2015;FATIH;TEMMUZ;1533;1.01.2015
2002;UMRANIYE;EKIM;1537;1.01.2002
2001;FATIH;TEMMUZ;1555;1.01.2001
2011;KADIKOY;KASIM;1561;1.01.2011
2004;ESENYURT;AGUSTOS;1570;1.01.2004
2003;ÇATALCA;TEMMUZ;1571;1.01.2003
2017;SILE;AGUSTOS;1572;1.01.2017
2016;ÜSKÜDAR;ARALIK;1577;1.01.2016
2016;ÇATALCA;TEMMUZ;1579;1.01.2016
2017;BEYOGLU;EKIM;1581;1.01.2017
2011;UMRANIYE;EKIM;1591;1.01.2011
2002;PENDIK;AGUSTOS;1593;1.01.2002
2005;ESENYURT;KASIM;1595;1.01.2005
2001;BEYKOZ;EYLUL;1597;1.01.2001
2005;SILE;KASIM;1599;1.01.2005
2002;KADIKOY;EKIM;1606;1.01.2002
2010;ÇATALCA;ARALIK;1612;1.01.2010
2011;SARIYER;AGUSTOS;1613;1.01.2011
2009;FATIH;TEMMUZ;1613;1.01.2009
2006;SILE;EYLUL;1618;1.01.2006
2003;FATIH;ARALIK;1622;1.01.2003
2011;ÜSKÜDAR;ARALIK;1629;1.01.2011
2005;FATIH;MAYIS;1641;1.01.2005
2015;ÜSKÜDAR;TEMMUZ;1642;1.01.2015
2004;BEYKOZ;AGUSTOS;1642;1.01.2004
2016;SILE;AGUSTOS;1647;1.01.2016
2012;FATIH;HAZIRAN;1651;1.01.2012
2010;KADIKOY;KASIM;1652;1.01.2010
2009;KADIKOY;KASIM;1653;1.01.2009
2008;KADIKOY;ARALIK;1655;1.01.2008
2013;BEYKOZ;EYLUL;1656;1.01.2013
2004;UMRANIYE;EKIM;1658;1.01.2004
2003;SARIYER;EYLUL;1662;1.01.2003
2008;ARNAVUTKOY;EYLUL;1666;1.01.2008
2011;UMRANIYE;AGUSTOS;1668;1.01.2011
2010;ZEYTINBURNU;EYLUL;1677;1.01.2010
2010;ARNAVUTKOY;AGUSTOS;1682;1.01.2010
2001;ESENYURT;EKIM;1687;1.01.2001
2014;SARIYER;EYLUL;1687;1.01.2014
2012;UMRANIYE;TEMMUZ;1693;1.01.2012
2010;SILE;TEMMUZ;1696;1.01.2010
2000;ÇATALCA;ARALIK;1698;1.01.2000
2016;SARIYER;EYLUL;1703;1.01.2016
2015;ESENYURT;KASIM;1705;1.01.2015
2017;PENDIK;EYLUL;1706;1.01.2017
2009;SILE;EYLUL;1709;1.01.2009
2005;SARIYER;EKIM;1717;1.01.2005
2010;FATIH;AGUSTOS;1721;1.01.2010
2004;ESENYURT;KASIM;1736;1.01.2004
1998;UMRANIYE;EKIM;1738;1.01.1998
2013;BEYOGLU;EYLUL;1739;1.01.2013
1999;ÜSKÜDAR;EYLUL;1739;1.01.1999
2015;UMRANIYE;EYLUL;1749;1.01.2015
2008;KADIKOY;KASIM;1753;1.01.2008
2016;ATASEHIR;OCAK;1754;1.01.2016
2012;SILE;TEMMUZ;1755;1.01.2012
2015;UMRANIYE;AGUSTOS;1756;1.01.2015
2003;KADIKOY;EKIM;1761;1.01.2003
2009;ÜSKÜDAR;AGUSTOS;1766;1.01.2009
2009;ÜSKÜDAR;ARALIK;1768;1.01.2009
2005;ÇATALCA;OCAK;1768;1.01.2005
2013;CEKMEKOY;EYLUL;1776;1.01.2013
2004;UMRANIYE;AGUSTOS;1776;1.01.2004
2015;FATIH;ARALIK;1777;1.01.2015
2011;CEKMEKOY;EYLUL;1782;1.01.2011
2002;KADIKOY;ARALIK;1787;1.01.2002
2014;SILE;EKIM;1788;1.01.2014
2017;ESENYURT;EYLUL;1791;1.01.2017
2011;ESENYURT;AGUSTOS;1795;1.01.2011
2014;FATIH;HAZIRAN;1795;1.01.2014
2004;SILE;KASIM;1798;1.01.2004
2010;ÜSKÜDAR;ARALIK;1803;1.01.2010
2015;SARIYER;EKIM;1807;1.01.2015
2010;ZEYTINBURNU;AGUSTOS;1809;1.01.2010
2012;ÇATALCA;ARALIK;1812;1.01.2012
2010;ÇATALCA;AGUSTOS;1813;1.01.2010
2016;ESENYURT;EYLUL;1819;1.01.2016
2007;FATIH;AGUSTOS;1823;1.01.2007
2002;ESENYURT;AGUSTOS;1827;1.01.2002
2012;ESENYURT;AGUSTOS;1835;1.01.2012
2016;CEKMEKOY;EKIM;1844;1.01.2016
2015;FATIH;EKIM;1850;1.01.2015
2009;ÜSKÜDAR;EKIM;1861;1.01.2009
1998;ÇATALCA;KASIM;1861;1.01.1998
2001;SARIYER;EYLUL;1863;1.01.2001
2003;BEYOGLU;AGUSTOS;1867;1.01.2003
2009;CEKMEKOY;EYLUL;1869;1.01.2009
2015;ÜSKÜDAR;KASIM;1875;1.01.2015
1999;CEKMEKOY;EKIM;1884;1.01.1999
2004;ÜSKÜDAR;AGUSTOS;1889;1.01.2004
2003;PENDIK;AGUSTOS;1896;1.01.2003
1999;SARIYER;EYLUL;1898;1.01.1999
2002;SARIYER;EYLUL;1904;1.01.2002
2007;ARNAVUTKOY;EYLUL;1905;1.01.2007
2001;CEKMEKOY;EYLUL;1927;1.01.2001
2006;FATIH;TEMMUZ;1941;1.01.2006
2014;SARIYER;EKIM;1947;1.01.2014
2002;ARNAVUTKOY;EYLUL;1949;1.01.2002
2000;UMRANIYE;AGUSTOS;1949;1.01.2000
2014;BEYKOZ;AGUSTOS;1952;1.01.2014
2000;BEYKOZ;EKIM;1954;1.01.2000
2003;BEYKOZ;AGUSTOS;1955;1.01.2003
2011;SILE;AGUSTOS;1958;1.01.2011
1998;ESENYURT;EKIM;1969;1.01.1998
2013;ESENYURT;EKIM;1969;1.01.2013
2005;CEKMEKOY;EYLUL;1972;1.01.2005
2017;BEYOGLU;TEMMUZ;1975;1.01.2017
2003;ARNAVUTKOY;AGUSTOS;1976;1.01.2003
1999;CEKMEKOY;AGUSTOS;1976;1.01.1999
2004;ARNAVUTKOY;EYLUL;1978;1.01.2004
1998;BEYKOZ;EYLUL;1981;1.01.1998
2012;UMRANIYE;EYLUL;1984;1.01.2012
2013;FATIH;EKIM;1986;1.01.2013
2009;KADIKOY;ARALIK;1987;1.01.2009
1998;SILE;EYLUL;1991;1.01.1998
2012;ARNAVUTKOY;EYLUL;1996;1.01.2012
2006;ÜSKÜDAR;KASIM;2004;1.01.2006
2012;FATIH;TEMMUZ;2008;1.01.2012
2009;UMRANIYE;EYLUL;2017;1.01.2009
2003;ÜSKÜDAR;AGUSTOS;2023;1.01.2003
2007;CEKMEKOY;EKIM;2023;1.01.2007
2016;UMRANIYE;EKIM;2032;1.01.2016
2001;ÜSKÜDAR;AGUSTOS;2037;1.01.2001
2017;FATIH;HAZIRAN;2041;1.01.2017
2002;BEYKOZ;AGUSTOS;2041;1.01.2002
2001;KADIKOY;EKIM;2045;1.01.2001
2005;BEYKOZ;EYLUL;2047;1.01.2005
2010;BEYKOZ;EKIM;2048;1.01.2010
1999;FATIH;EKIM;2053;1.01.1999
2015;SILE;AGUSTOS;2057;1.01.2015
2014;ÜSKÜDAR;TEMMUZ;2068;1.01.2014
2006;ESENYURT;EKIM;2079;1.01.2006
2016;BEYKOZ;EYLUL;2093;1.01.2016
2016;ÜSKÜDAR;TEMMUZ;2096;1.01.2016
2003;FATIH;KASIM;2097;1.01.2003
2013;ÜSKÜDAR;AGUSTOS;2098;1.01.2013
2016;BEYOGLU;EKIM;2105;1.01.2016
2005;ÜSKÜDAR;ARALIK;2108;1.01.2005
2005;FATIH;AGUSTOS;2125;1.01.2005
2007;ESENYURT;KASIM;2126;1.01.2007
2016;FATIH;NISAN;2126;1.01.2016
2001;CEKMEKOY;AGUSTOS;2132;1.01.2001
2013;ARNAVUTKOY;EYLUL;2136;1.01.2013
2011;ÜSKÜDAR;AGUSTOS;2138;1.01.2011
2017;BEYKOZ;AGUSTOS;2142;1.01.2017
2004;SILE;EKIM;2144;1.01.2004
2013;UMRANIYE;EKIM;2155;1.01.2013
2013;ÇATALCA;AGUSTOS;2161;1.01.2013
2002;ÜSKÜDAR;ARALIK;2165;1.01.2002
2011;ESENYURT;EKIM;2166;1.01.2011
2002;FATIH;EKIM;2173;1.01.2002
2014;ARNAVUTKOY;EYLUL;2175;1.01.2014
2016;ARNAVUTKOY;AGUSTOS;2188;1.01.2016
2009;BEYOGLU;EKIM;2189;1.01.2009
2011;ÇATALCA;AGUSTOS;2195;1.01.2011
2000;CEKMEKOY;AGUSTOS;2197;1.01.2000
1998;FATIH;HAZIRAN;2201;1.01.1998
1999;FATIH;HAZIRAN;2201;1.01.1999
2012;CEKMEKOY;AGUSTOS;2209;1.01.2012
2006;BEYOGLU;EYLUL;2218;1.01.2006
1998;SARIYER;AGUSTOS;2218;1.01.1998
1998;ÜSKÜDAR;KASIM;2237;1.01.1998
2005;ÜSKÜDAR;AGUSTOS;2239;1.01.2005
2007;BEYOGLU;AGUSTOS;2241;1.01.2007
2001;UMRANIYE;AGUSTOS;2242;1.01.2001
2002;FATIH;EYLUL;2252;1.01.2002
2007;UMRANIYE;EKIM;2252;1.01.2007
1998;CEKMEKOY;AGUSTOS;2254;1.01.1998
2014;FATIH;TEMMUZ;2255;1.01.2014
2011;SARIYER;EYLUL;2259;1.01.2011
2011;ÜSKÜDAR;KASIM;2261;1.01.2011
2012;FATIH;EYLUL;2264;1.01.2012
2014;SILE;AGUSTOS;2265;1.01.2014
2000;ÜSKÜDAR;KASIM;2267;1.01.2000
2010;UMRANIYE;EKIM;2272;1.01.2010
